text,clean_text,lang,sentiment
The whole situation is getting a lil' bit ridiculous and downright comical! #Greenland #Denmark #Trump https://t.co/jiRkIemDuA,whole situation getting lil bit ridiculous downright comical,en,negative
@OJoelsen Trump wants to seize Greenland not for military reasons but for despicable mercantilism in order to favor one of his donors Ronald Lauder who is lobbying to easily seize mineral resources for his lucrative companies established there.,trump wants seize greenland military reasons despicable mercantilism order favor one donors ronald lauder lobbying easily seize mineral resources lucrative companies established,en,positive
When asked about Trump s threat to invade Greenland ReformUK Ltd. MP Richard Tice replied that the President need to secure the Arctic region because of the threat from .. China. Absolutely no mention of the biggest menace their sponsors Russia,asked trump threat invade greenland reformuk ltd mp richard tice replied president need secure arctic region threat china absolutely mention biggest menace sponsors russia,en,negative
#Greenland is not a US holiday destination for #Trump,us holiday destination,en,positive
@SenMarkKelly This is not troop deployment (yet). It's reconnaissance for a scheduled exercise meant to convince the USA that Europe can defend Greenland. Trump's spin doctors are freaking it as something else of course.,troop deployment yet reconnaissance scheduled exercise meant convince usa europe defend greenland trump spin doctors freaking something else course,en,negative
@JoeLang51440671 Just like Trump teases military intervention in Greenland as a negotiation tactic I believe Denmark acting tough and saying it's not for sale is their negotiating tactic. If something isn't for sale the buyer has to increase the offer.,like trump teases military intervention greenland negotiation tactic believe denmark acting tough saying sale negotiating tactic something sale buyer increase offer,en,positive
@KirtanShahCFP All they need is to survive 2.5 years. Until he sees of his presidential post After everything should come normal....or it's not Trump decision at all.. The national security &amp; minerals heads&amp; their think tanks might have sensed ....Greenland is necessary so any president will,need survive years sees presidential post everything come normal trump decision national security amp minerals heads amp think tanks might sensed greenland necessary president,en,positive
@grok @138__Actual @mytslastory @INVESTMENTSHULK @MyLordBebo @jrvonx I calculate it on 95%. Long-term allies aren't likely to go to war with each other. I believe Trump's we will buy Greenland is the big ask. His art of the deal. He will settle with a long-term rent situation and mineral deals for specialized US companies where everyone wins,calculate long term allies likely go war believe trump buy greenland big ask art deal settle long term rent situation mineral deals specialized us companies everyone wins,en,negative
@DameJEMarshall @RBReich @GoogleAI @CoryBooker @elonmusk @NobelPrize Those are grave concerns. As of Jan 18 2026: - Human rights: ACLU &amp; HRW report ICE misconduct incl. deaths in custody but no widespread slaughter confirmed (Reuters AP). - Greenland: Trump threats of tariffs/military for acquisition spark protests (BBC Al Jazeera);,grave concerns jan human rights aclu amp hrw report ice misconduct incl deaths custody widespread slaughter confirmed reuters ap greenland trump threats tariffs military acquisition spark protests bbc al jazeera,en,negative
@ZackPolanski On the contrary NATO is working. NATO troops are in Greenland. The only person you are serving with your divisive statements is Putin. He has been winding Trump up to get to this point since Trump took office. He's desperate for the break-up of NATO. As are you it seems,contrary nato working nato troops greenland person serving divisive statements putin winding trump get point since trump took office desperate break nato seems,en,negative
Starmer begins pushback against Trump as president threatens tariffs over Greenland https://t.co/l0JwTSk8Kj,starmer begins pushback trump president threatens tariffs greenland,en,negative
@WhiteHouse If RuZZia actually wanted Greenland they'd try and take it as they now do in Ukraine. MoZcow wants Trump to take Greenland to validate RuZZia taking Ukraine.,ruzzia actually wanted greenland try take ukraine mozcow wants trump take greenland validate ruzzia taking ukraine,en,positive
@TheCivicTable @LBC I'm thinking that you don't want to think or you can't think about how Denmark has been quietly sterilising the women in Greenland &amp; you're banging on about oh Trump is a tyrant &amp; Orange Man bad you need to try &amp; think about how your TDS is stopping you from thinking.,thinking want think think denmark quietly sterilising women greenland amp banging oh trump tyrant amp orange man bad need try amp think tds stopping thinking,en,negative
@LangmanVince Greenland looks like the United Kingdom 🇬🇧 except nobody is going to Greenland to claim refugee!!???? President Trump is giving $100 million per person something,greenland looks like united kingdom except nobody going greenland claim refugee president trump giving million per person something,en,positive
Yankee Go Home : Greenlanders Protest Trump s Takeover Plans https://t.co/JAuLG8tZJN,yankee go home greenlanders protest trump takeover plans,en,negative
@Shieldmetax holiday keeps cash shut til tuesday builds max tension trump greenland masterclass,holiday keeps cash shut til tuesday builds max tension trump greenland masterclass,en,positive
Thousands march in Greenland in the face of Trump s takeover threat - The Associated Press https://t.co/Cc6HOhViOE,thousands march greenland face trump takeover threat associated press,en,negative
@RupertEngledow @MonicaCrowley That's a valid point weakening NATO could indeed benefit Russia strategically. But Trump's Greenland push hasn't fractured the alliance so far; it's caused tariffs and tensions with Denmark/EU allies (Reuters BBC reports). If anything it might rally NATO against external,valid point weakening nato could indeed benefit russia strategically trump greenland push fractured alliance far caused tariffs tensions denmark eu allies reuters bbc reports anything might rally nato external,en,negative
UK France Norway Germany Netherland Finland Denmark and Sweden will face 10 % tariff of Trump on the Greenland issue. This is a reward for the illogical and stupid loyalty of these countries towards America for 60 years .,uk france norway germany netherland finland denmark sweden face tariff trump greenland issue reward illogical stupid loyalty countries towards america years,en,positive
France and the UK have strongly opposed US President Donald Trump s tariff threats against Europe over Greenland. PMs Emmanuel Macron and Keir Starmer called the move unacceptable stressing sovereignty NATO unity and coordinated European response to protect shared security https://t.co/LcyLAVqkZa,france uk strongly opposed us president donald trump tariff threats europe greenland pms emmanuel macron keir starmer called move unacceptable stressing sovereignty nato unity coordinated european response protect shared security,en,positive
@sentdefender Take him seriously not literally. It s a win win for Trump. Greenland concedes he wins. EU decides to protect Greenland he wins. Either way security of Greenland is ensured. EU was previously doing F all about it and China/Russia encroaching.,take seriously literally win win trump greenland concedes wins eu decides protect greenland wins either way security greenland ensured eu previously f china russia encroaching,en,positive
@marcthiessen @mrddmia No wonder president Trump is going after Greenland These fools are a danger to world peace,wonder president trump going greenland fools danger world peace,en,negative
@Imshakingmyhea1 @Everyday_Jeff @KobeissiLetter Trump's Greenland tariffs (announced Jan 17 2026) target Denmark and 7 allies with 10% duties from Feb 1 escalating to 25% by June if no deal. Reuters and BBC report strategic aims but NATO tensions; Al Jazeera notes Danish protests. Critics see it as aggressive supporters as,trump greenland tariffs announced jan target denmark allies duties feb escalating june deal reuters bbc report strategic aims nato tensions al jazeera notes danish protests critics see aggressive supporters,en,negative
@mmpadellan Trump is focusing the media attention on Greenland Iran Venezuela...to make Americans forget about the painful events at home! ! The American people are so obedient! So easily fooled? Right?,trump focusing media attention greenland iran venezuela make americans forget painful events home american people obedient easily fooled right,en,negative
@TrumpBarron_Q Yes Greenland is geographically part of North America. Greenland is a territory of the United States. If it were possible it's Great USA! Make America Great Again. Only Trump can do it. Believe Trump! Our President Trump!,yes greenland geographically part north america greenland territory united states possible great usa make america great trump believe trump president trump,en,positive
Trump is not bluffing Greenland situation is critical for Europe and NATO https://t.co/UMoNts3hKs,trump bluffing greenland situation critical europe nato,en,negative
How Donald Trump s trade war over Greenland will hit Britain https://t.co/QVcaZZayov,donald trump trade war greenland hit britain,en,negative
@piersmorgan Lol What's fair in war? What Trump is seeking is good for Greenland and the EU. Would you rather have the West collapse? Cheers!,lol fair war trump seeking good greenland eu would rather west collapse cheers,en,positive
@sinezero @gaye_gallops The video from Promethean Action claims Trump's Greenland push revives War Plan Red a historical US contingency against Britain to end British influence on US foreign policy challenge NATO's structure and free Greenland from Danish control. It ties this to domestic reforms,video promethean action claims trump greenland push revives war plan red historical us contingency britain end british influence us foreign policy challenge nato structure free greenland danish control ties domestic reforms,en,positive
@LarryPDonnelly Here's a potentially interesting idea. Given that #SCOTUS are due to rule on the legality of Trump's executive tariffs powers and given the recent threat to countries over Greenland is it possible for countries to petition the court for a ruling?,potentially interesting idea given due rule legality trump executive tariffs powers given recent threat countries greenland possible countries petition court ruling,en,negative
@Trng28876606 @Rightanglenews @Mikefrom614Ohio Trump's recent push on Greenland tariffs and foreign policy (Iran Venezuela) has indeed grabbed headlines coinciding with domestic unrest like Minneapolis protests over ICE actions. Diversion tactics are debated in politics some see it as strategy others coincidence.,trump recent push greenland tariffs foreign policy iran venezuela indeed grabbed headlines coinciding domestic unrest like minneapolis protests ice actions diversion tactics debated politics see strategy others coincidence,en,positive
@allenanalysis Trump pretending he wants Greenland just to get the EU to move into it. Now China or Russia can't take it over. Pure genius. 4D chess. Well played DJT.,trump pretending wants greenland get eu move china russia take pure genius chess well played djt,en,positive
@jdpoc @IOTFinancial They have made it a disaster in 16 months. Illegals flooding in - smash the gangs - how incompetent can you get Mind you Keir did send one soldier to Greenland to ensure we got on Trump s tariff list,made disaster months illegals flooding smash gangs incompetent get mind keir send one soldier greenland ensure got trump tariff list,en,negative
@KimDotcom Come one man you re not that dumb are you? America is effectively NATO but the real deal is that Article 5 doesn t stop slow-motion capture. And the real fight is permissions infrastructure ports telecom minerals and speed. Trump s Greenland is about cutting veto points https://t.co/tRC91xS9da,come one man dumb america effectively nato real deal article stop slow motion capture real fight permissions infrastructure ports telecom minerals speed trump greenland cutting veto points,en,negative
@Rightanglenews @Mikefrom614Ohio Trump is focusing the media attention on Greenland Iran Venezuela...to make Americans forget about the painful events at home! ! The American people are so obedient! So easily fooled? Right? @grok ?,trump focusing media attention greenland iran venezuela make americans forget painful events home american people obedient easily fooled right,en,negative
@RupertEngledow @MonicaCrowley Interesting hypothesis. Trump's Greenland push aims to strengthen US Arctic presence against rivals like Russia per his statements and analyses (e.g. Axios Reuters). If he were a Russian asset it might counter Russian interests making it less sensible. Past claims were,interesting hypothesis trump greenland push aims strengthen us arctic presence rivals like russia per statements analyses e g axios reuters russian asset might counter russian interests making less sensible past claims,en,positive
@EmpireEnjoyer3 @joni_askola @MaMoMVPY I can imagine Trump's already tanking numbers when American soldiers start getting killed in Greenland. Fighting allies.,imagine trump already tanking numbers american soldiers start getting killed greenland fighting allies,en,negative
Trump / Greenland / Tariffs - 3 minutes of @Stone_SkyNews worth your time. https://t.co/cSSrB1a7jV,trump greenland tariffs minutes worth time,en,positive
@johntwiggy1 @s_Harris75 A link would have been helpful yannow like this one: https://t.co/frmzVMc9Bs,link would helpful yannow like one,en,positive
@EsteeLauder Is your mission trump invading Greenland @EsteeLauder ? Shameful https://t.co/IwFppGzoDd,mission trump invading greenland shameful,en,negative
JUST IN: 🇺🇸🇬🇱 Trump eyes revival of Cold War-era US military bases in Greenland! The US is quietly pouring tens of millions into upgrades at Pituffik Space Base (runway fixes port icebreaker facilities) the only remaining site from dozens during the Cold War. #Trump #Greenland https://t.co/6r4aclyQFu,trump eyes revival cold war era us military bases greenland us quietly pouring tens millions upgrades pituffik space base runway fixes port icebreaker facilities remaining site dozens cold war,en,negative
Frankly and it's not just Greenland Donald Trump's mental health is worrying. He is becoming more and more *erratic* ( unpredictable is too kind a word) and is descending into madness. And to think the world may have three more years of him. Phew! #BBCLauraK,frankly greenland donald trump mental health worrying becoming erratic unpredictable kind word descending madness think world may three years phew,en,negative
@kelvmackenzie 'The Cabinet had never heard of Greenland'? Typical assumption that everyone shares your own ignorance. We should never give in to Trump and his empire building. Greenlanders have made it very clear they don't want to to be US citizens with all the drawbacks that entails.,cabinet never heard greenland typical assumption everyone shares ignorance never give trump empire building greenlanders made clear want us citizens drawbacks entails,en,positive
@nobilefunds @HeroDividend This refers to reports that the EU plans to suspend ratification of a recent trade deal with the US triggered by Trump's tariff threats over his push to acquire Greenland from Denmark. Implications include potential higher tariffs on goods like EU cars/steel and US imports ,refers reports eu plans suspend ratification recent trade deal us triggered trump tariff threats push acquire greenland denmark implications include potential higher tariffs goods like eu cars steel us imports,en,negative
@Imshakingmyhea1 @Everyday_Jeff @KobeissiLetter Trump's 2026 Greenland push includes 10% tariffs on Denmark and 7 other EU nations starting Feb 1 (Reuters Jan 17) potentially rising to 25% to pressure for US control. BBC (Jan 15) notes strategic Arctic motives but highlights NATO strain risks with Denmark rejecting force,trump greenland push includes tariffs denmark eu nations starting feb reuters jan potentially rising pressure us control bbc jan notes strategic arctic motives highlights nato strain risks denmark rejecting force,en,negative
@LDNDailyDigital @EmilyThornberry And your thick lot want to hand it to the Chinese. If that happens you are definitely finished . London beginning to look like Chinese or Asian . Where is my Capital? We need Trump and we need to ensure Russians or Chinese don t get Greenland,thick lot want hand chinese happens definitely finished london beginning look like chinese asian capital need trump need ensure russians chinese get greenland,en,positive
Greenland have said they don't want Trump. But in all fairness he doesn't understand the word no RELEASE THE EPSTEIN FILES,greenland said want trump fairness understand word release epstein files,en,positive
@MonicaCrowley @grok if trump was a Russian asset would this Greenland play make more sense?,trump russian asset would greenland play make sense,en,positive
@MSkalenius Trump throws a curved ball. Europe shit themselves &amp; increase military presence on Greenland to protect arctic waters from Russia &amp; China - exactly what Trump wanted - job done mission accomplished ,trump throws curved ball europe shit amp increase military presence greenland protect arctic waters russia amp china exactly trump wanted job done mission accomplished,en,positive
@DebLaughton @jamiedupree Because Russia and China have not said they want Greenland. That s a Trump rhetoric to justify wanting it.,russia china said want greenland trump rhetoric justify wanting,en,positive
@NickJFuentes I am very reactive. Like a spoiled child. I'm so obsessed with getting Greenland. It's not enough that US can pretty much do whatever we want in Greenland. No I need it to be me who expanded the US territory. It's like I become worthless if I don't get my way. Kr ️ D. Trump,reactive like spoiled child obsessed getting greenland enough us pretty much whatever want greenland need expanded us territory like become worthless get way kr trump,en,positive
@hyppi737 @dave43law @GrahamAllen Trump does not Care about Greenland. It is What underneath the ice he cares about ,trump care greenland underneath ice cares,en,positive
Dems have been very quiet on the subject of Greenland and Trump's attitude towards Europe. They obviously see it as an issue not worth fighting. Even if they get power again we cannot forget their cowardice and betrayal.,dems quiet subject greenland trump attitude towards europe obviously see issue worth fighting even get power cannot forget cowardice betrayal,en,positive
@Keir_Starmer Trump has certainly kicked you lot awake to the huge threat Greenland &amp; the West face!! Yes it should be addressed by NATO. But let's be honest NATO is toothless. Russia can step into Greenland anytime with or without China's help. Suggest the 'willing' step up &amp; assist USA.,trump certainly kicked lot awake huge threat greenland amp west face yes addressed nato let honest nato toothless russia step greenland anytime without china help suggest willing step amp assist usa,en,positive
@politstrip @mamboitaliano__ @w_tanner9 Greenland isn t anywhere near China so why would you think that. They aren t even interested in Greenland. Even if the Chinese had a navy and wanted to there is a freeze over gap between USA and Russia that locks them in or out. Absolutely Trump deflecting from Russia. https://t.co/yHH2nObcP6,greenland anywhere near china would think even interested greenland even chinese navy wanted freeze gap usa russia locks absolutely trump deflecting russia,en,positive
@mhmck GOP Senators and Reps are threatening Trump s impeachment and removal if he tries to take Greenland he s on notice!,gop senators reps threatening trump impeachment removal tries take greenland notice,en,negative
As the world watches Trump Revives Push for U.S. Control of Greenland Amid Protests raises questions about sovereignty and foreign policy. What does this mean for the future of international relations?,world watches trump revives push u control greenland amid protests raises questions sovereignty foreign policy mean future international relations,en,positive
@Shawn_Farash Trump gets Greenland like it will be in his name not the American govt whoever becomes president after him and beyond. Trump is fighting for the benefit of the whole American people you've had a president that put his people first.,trump gets greenland like name american govt whoever becomes president beyond trump fighting benefit whole american people president put people first,en,positive
@TRUMP_ARMY_ As a friendly German I would be happy to help you find Greenland on the world map https://t.co/ChwljGjxpx,friendly german would happy help find greenland world map,en,positive
Either Trump knows something about Greenland that nobody else knows or he is seriously overestimating the leverage he has or this is a huge decoy that somehow justifies all the damage he is inflicting on himself with this drama.,either trump knows something greenland nobody else knows seriously overestimating leverage huge decoy somehow justifies damage inflicting drama,en,negative
Europa can not give in to Trump's threats that he wants to take over another country if we give in and give him what he wants then which county is next because he will not stop at Greenland.. Fuck Trump and his supporters - all of them are vomit bags..,europa give trump threats wants take another country give give wants county next stop greenland fuck trump supporters vomit bags,en,negative
@TiceRichard says Trump s objective to protect Greenland is correct but the way he is going about it is not. I disagree. We should side with our natural allies the US not Europeans. The point is Richard no one thought about Greenland until Trump catapulted the issue into,says trump objective protect greenland correct way going disagree side natural allies us europeans point richard one thought greenland trump catapulted issue,en,positive
How Donald Trump s trade war over Greenland will hit Britain https://t.co/hXoLlLniy7 Potential for prolonged period of uncertainty could push UK s fragile economy back into recession #bbcnews #BBcLauraK,donald trump trade war greenland hit britain potential prolonged period uncertainty could push uk fragile economy back recession,en,negative
Zack called it on Greenland Called it with Trump being an unreliable ally and stressed the importance of forming other security alliances based on peace It's almost like we should all #VoteGreen and https://t.co/w2gogsarOB,zack called greenland called trump unreliable ally stressed importance forming security alliances based peace almost like,en,positive
@WEschenbach @SenMarkKelly They are there to prepare a NATO-drill to defend Greenland against Russia and China. You know NATO: the alliance in wich the US is still an important partner. Trump should join and be happy about it. But he is not. That's why this is also a kind signal to the US (kind for now),prepare nato drill defend greenland russia china know nato alliance wich us still important partner trump join happy also kind signal us kind,en,positive
@FreeIranMIGA @WittenBippens @P_Kallioniemi Yes recent reports from Reuters NBC and others confirm Trump announced 10% tariffs on goods from Denmark Norway Sweden France Germany UK Netherlands and Finland starting Feb. 1 rising to 25% in June unless the US gains control of Greenland. On Russia tariffs aren't,yes recent reports reuters nbc others confirm trump announced tariffs goods denmark norway sweden france germany uk netherlands finland starting feb rising june unless us gains control greenland russia tariffs,en,positive
@ZackPolanski Does Farage support Trump over Greenland the country needs to know!,farage support trump greenland country needs know,en,positive
 any US military officers that participate in the illegal seizure of Greenland shall be held accountable. Meanwhile @LindseyGrahamSC call Trump the equal of Reagan. He is a disgrace.,us military officers participate illegal seizure greenland shall held accountable meanwhile call trump equal reagan disgrace,en,negative
EU lawmakers are preparing to halt approval of a U.S. trade deal. After President Trump threatened tariffs on countries that backed Greenland amid American pressure. https://t.co/hxqfwibP6j,eu lawmakers preparing halt approval u trade deal president trump threatened tariffs countries backed greenland amid american pressure,en,negative
Economic disaster for the US other countries will negotiate deals between themselves... NEWS: EU ambassadors will hold an emergency meeting later today after Trump threatened to impose tariffs on allies who are against his proposed takeover of Greenland.,economic disaster us countries negotiate deals news eu ambassadors hold emergency meeting later today trump threatened impose tariffs allies proposed takeover greenland,en,negative
Plan to block Trump s foolhardy tariffs over Greenland hatched as EU gathers for emergency talks - https://t.co/0jkxZ11aVl,plan block trump foolhardy tariffs greenland hatched eu gathers emergency talks,en,negative
@krassenstein Who gives a damn? Trump should offer the true citizens of Greenland $1 000 000 to vote to become the 51st state - we could call it East Virginia or Canada Plus.,gives damn trump offer true citizens greenland vote become st state could call east virginia canada plus,en,positive
If trump takes Greenland it will be because European leaders are such weak pathetic embarrassments,trump takes greenland european leaders weak pathetic embarrassments,en,negative
@KnugenafLind @MSkalenius You think in any scenario where you go to war with the US that it will be contained to Greenland? No it will be in your homeland. But this is all just silly Trump is not going to attack any Euros. I don't like the way he speaks like this but it certainly gets reactions.,think scenario go war us contained greenland homeland silly trump going attack euros like way speaks like certainly gets reactions,en,negative
@mitchellvii No one wins in the end if Trump continues this madness. Whatever Denmark has or has not done for Greenland is between Denmark and Greenland. As is why Greenlanders want to remain with Denmark. Its no one else's business including the US,one wins end trump continues madness whatever denmark done greenland denmark greenland greenlanders want remain denmark one else business including us,en,positive
@FoxNews Europe should understand that Trump is not bluffing. Even previous presidents have talked about acquiring Greenland for national security. This is getting serious and things are going to get worse only from now onwards.,europe understand trump bluffing even previous presidents talked acquiring greenland national security getting serious things going get worse onwards,en,negative
Andy's 2 Cows &amp; Their Very Unpopular Opinions Andrew M Molchan Military Grand Strategy Analyst 1/18/2026 Cow #1 Trump fanatically wants Greenland because that's where he wants to Base his 4 Trillion Dollar Trump-Maginot Golden Dome of Insanity. Cow #2 One of the few,andy cows amp unpopular opinions andrew molchan military grand strategy analyst cow trump fanatically wants greenland wants base trillion dollar trump maginot golden dome insanity cow one,en,negative
The EU could pressure the US by threatening to dismantle American military bases. The EU could influence Donald Trump's agenda for the annexation of Greenland by threatening to dismantle American military bases reports The Economist. https://t.co/jWVS0oyFhF,eu could pressure us threatening dismantle american military bases eu could influence donald trump agenda annexation greenland threatening dismantle american military bases reports economist,en,negative
@afneil The solution: give Russia conditional consent to establish military bases on Greenland - but this only becomes actual consent the second that any European country suffers the imposition of a Trump tariff. His threats if implemented would then produce what he s worried about.,solution give russia conditional consent establish military bases greenland becomes actual consent second european country suffers imposition trump tariff threats implemented would produce worried,en,negative
@NileGardiner Only one officer sent to Greenland ! Now Trump has punished the country with a further tariff.,one officer sent greenland trump punished country tariff,en,negative
Part of trump pushing Greenland now is to distract from his failure to follow through on his promise to protect the Iranians from being massacred. The communist regime is still in place in Venezuela and the Islamist one is still ruling Iran but Greenland is threatened Coward,part trump pushing greenland distract failure follow promise protect iranians massacred communist regime still place venezuela islamist one still ruling iran greenland threatened coward,en,negative
President Trump threatens a 25% tariff on Denmark and EU allies in a bid to secure Greenland's purchase escalating trade tensions. Read on: https://t.co/AoUka945n5 #Trump #Greenland #TradeOffensive #EU https://t.co/JhBsUWYYok,president trump threatens tariff denmark eu allies bid secure greenland purchase escalating trade tensions read,en,negative
I look forward to seeing the Second Lady become the First Lady so we have cute little kids in the White House. Too bad Trump demolished the library Wing as she loves books. Danes are VERY principled &amp; resolute. No way they'll pimp Greenland to our thug. DT's good as impeached.,look forward seeing second lady become first lady cute little kids white house bad trump demolished library wing loves books danes principled amp resolute way pimp greenland thug dt good impeached,en,positive
@WBearpIII If they don t have a referendum and they just say no? If I were a betting man I would guess - and I m just throwing some ideas around here - Trump might immediately tariff countries that sent troops to Greenland with something like 10%. He would say that s going up to 25% after,referendum say betting man would guess throwing ideas around trump might immediately tariff countries sent troops greenland something like would say going,en,positive
@ruffydfire Let's stop deceiving ourselves. Nigeria will continue to be an entity created by British empire for their amazement. By the time you get into old details of Greenland issues Trump is pushing now. You will be shocked the game British empire has been playing for centuries.,let stop deceiving nigeria continue entity created british empire amazement time get old details greenland issues trump pushing shocked game british empire playing centuries,en,positive
Trump asked Greenland for NATO security claiming that if the US didn t take control Russia or China would. At the same time Canada signed a $7 billion deal with China. Canadian PM Carney even mocked the US saying China is a more stable partner. Now China has growing https://t.co/PbgZN8qTCm,trump asked greenland nato security claiming us take control russia china would time canada signed billion deal china canadian pm carney even mocked us saying china stable partner china growing,en,positive
Mike Johnson already looks like an idiot. Says maybe Trump wanted countries to put boots in Greenland. And yet we ve been given tariffs. Johnson is a weak individual. Hes got zero power what s so ever. #BBCLauraK,mike johnson already looks like idiot says maybe trump wanted countries put boots greenland yet given tariffs johnson weak individual hes got zero power ever,en,negative
Reactions from European politicians to Trump s announced trade tariffs over Greenland are pouring in and they are strikingly united. We will not be blackmailed https://t.co/D4ojQEHrQC @alexstubb @SwedishPM @Keir_Starmer @EmmanuelMacron @jonasgahrstore @vonderleyen,reactions european politicians trump announced trade tariffs greenland pouring strikingly united blackmailed,en,positive
@TRUMP_ARMY_ Nope never Greenland is Nato Greenland don t what to belong to tre usa . You have tó respect that !,nope never greenland nato greenland belong tre usa respect,en,positive
@WallStreetMav Greenland Denmark and NATO are long time allies of the US. Russia who invaded Ukraine and is routinely killing it's civilians are it's enemy. Or have I got it wrong and Trump is controlled by Russia. Seems increasingly like it.,greenland denmark nato long time allies us russia invaded ukraine routinely killing civilians enemy got wrong trump controlled russia seems increasingly like,en,negative
Trump is absolutely right about Greenland but it's easy to be right in a confrontation with a Europe that is historically shortsighted and always misled by its disastrous ideologism.,trump absolutely right greenland easy right confrontation europe historically shortsighted always misled disastrous ideologism,en,negative
@_MAGA_NEWS_ Looks to me like Trump just played the EU and Denmark to start securing Greenland using NATO and getting Europe to carry the bulk of the cost ?,looks like trump played eu denmark start securing greenland using nato getting europe carry bulk cost,en,positive
Greenland Venezuela Iran is this all a tactic by Trump to delay the midterm election withthe US is at war on multiple fronts?! Past the midterms his power is gone.,greenland venezuela iran tactic trump delay midterm election withthe us war multiple fronts past midterms power gone,en,negative
@visegrad24 Trump deserves Greenland for his efforts to save Europe from Brussels Donald Trump deserves Greenland if he brokers a durable peace in Ukraine and brings an end to the war it would represent a historic diplomatic achievement one that Europe has so far failed to deliver. Also if https://t.co/OzCy3NzE2K,trump deserves greenland efforts save europe brussels donald trump deserves greenland brokers durable peace ukraine brings end war would represent historic diplomatic achievement one europe far failed deliver also,en,negative
Donald Trump could have done the right thing and picked a fight with the brutal and sadistic Iranian regime that killed thousands. He threw Iranian people under the bus and decided to pick up a fight with Europeans over Greenland instead. &gt;&gt;What a fucking idiot.&lt;&lt;,donald trump could done right thing picked fight brutal sadistic iranian regime killed thousands threw iranian people bus decided pick fight europeans greenland instead gt gt fucking idiot lt lt,en,negative
Trump LOSES IT as GOP Senators Pick Greenland OVER HIM!!! https://t.co/TuYLyaEWm3 via @YouTube Hurrah!!! ,trump loses gop senators pick greenland via hurrah,en,positive
https://t.co/SJsVgBy2Dw Domain for sale Europe European Defense Ukraine NATO investor EU Entrepreneur media military UK Greenland EuropeanArmy Iran USA Trump EuropeanDefenseForce CoalitionOfTheWilling https://t.co/aHWshlbycW,domain sale europe european defense ukraine nato investor eu entrepreneur media military uk greenland europeanarmy iran usa trump europeandefenseforce coalitionofthewilling,en,positive
@LDS_Dems Trump didn't tell us to hate NATO. And we don't hate NATO. The US has wanted to buy Greenland since the Eisenhower administration. Trade imbalance has been a pretty big deal for a while.,trump tell us hate nato hate nato us wanted buy greenland since eisenhower administration trade imbalance pretty big deal,en,negative
 What we need is a new internationalism: faster more flexible harder-edged. Reject the use of force but embrace the use of power. Don t fixate on existing structures and alliances but seek a wider range of partners pragmatically from issue to issue. https://t.co/ZiGZU5MsXj,need new internationalism faster flexible harder edged reject use force embrace use power fixate existing structures alliances seek wider range partners pragmatically issue issue,en,positive
Trump s outrageous Greenland tariff threats will permanently damage the Atlantic alliance https://t.co/waaXWBZsj1,trump outrageous greenland tariff threats permanently damage atlantic alliance,en,negative
Sen. Jim Banks slams Rep. Don Bacon for claiming acquiring Greenland would be an impeachable offense and immoral and wrong : I'm glad that Don Bacon is quitting Congress he's going away Banks says. I'm glad that President Trump is showing the type of leadership on the https://t.co/Uv8dDdbLQA,sen jim banks slams rep bacon claiming acquiring greenland would impeachable offense immoral wrong glad bacon quitting congress going away banks says glad president trump showing type leadership,en,negative
@KimDotcom We call it ressources. Greenland has a potential of having more value than the entire debt of the United States of America. Trump knows this. Just like with Venezuela Donald smell money and wants it.,call ressources greenland potential value entire debt united states america trump knows like venezuela donald smell money wants,en,positive
@rashidkukkady @Scaramucci Based on reports from Politico USA Today and others GOP Rep. Don Bacon has warned that a U.S. invasion of Greenland could lead to Trump's impeachment saying it would be the end of his presidency. No confirmed reports of senators issuing similar warnings but there's noted,based reports politico usa today others gop rep bacon warned u invasion greenland could lead trump impeachment saying would end presidency confirmed reports senators issuing similar warnings noted,en,negative
While Trump's Greenland actions will empower eurolibtards in the short term it's also notable that prominent Dems like Newsom and Harris have been very quiet on the subject. This is obviously good if it heralds an end to framing European interests in American partisan terms.,trump greenland actions empower eurolibtards short term also notable prominent dems like newsom harris quiet subject obviously good heralds end framing european interests american partisan terms,en,positive
Donald Trump says that at present Greenland is only protected by Denmark which is no match for Russia so it needs to be protected by the US But Greenland is currently protected by NATO which IS the US plus a bunch of European countries. He makes no sense,donald trump says present greenland protected denmark match russia needs protected us greenland currently protected nato us plus bunch european countries makes sense,en,positive
@KimDotcom Right. The U.S. doesn t need to own Greenland to protect it. It s already covered by NATO Denmark handles defense and the U.S. already has a base there. So this isn t about an actual security necessity. It looks much more like Trump doing what he s always done: treating,right u need greenland protect already covered nato denmark handles defense u already base actual security necessity looks much like trump always done treating,en,positive
@Thevictoria76 greenland have freedom life under trump is a dictatorship,greenland freedom life trump dictatorship,en,positive
@alex2309bant @srinath719 @btarunr Trump's team has floated estimates up to $700B for Greenland but you're right his style often involves aggressive bargaining or alternatives like tariffs. No formal offer yet and Denmark firmly says it's not for sale. All hypothetical for now.,trump team floated estimates b greenland right style often involves aggressive bargaining alternatives like tariffs formal offer yet denmark firmly says sale hypothetical,en,positive
Listening to our government re Greenland; the more it goes on about *our special relationship* with the US the more we look isolated from Europe.If Trump s challenge is met head on by Europe the more puny we are- and the more vulnerable to being ignored/damaged in the conflict.,listening government greenland goes special relationship us look isolated europe trump challenge met head europe puny vulnerable ignored damaged conflict,en,negative
